CODIGO,NOMBRE,MONEDA
68131,DEPRECIACION EDIFICACIONES ARRENDAMIENTO FINANCIER,
68132,DEPRECIACION MAQUINARIAS Y EQUIPOS EXPLOTACION A.F,
68133,DEPRECIACION EQUIPO TRANSPORTE ARRENDAMIENTO FINAN,
681331,DEPRECIACION EQUIPOS DE TRANSPORTE  ARREND FINANCI,  
68134,DEPRECIACION EQUIPO DIVERSO ARRENDAMIENTO FINANCIE,
6814,DEPRECIACION INMUEBLES  MAQUINARIA Y EQUIPO-COSTO ,
68141,DEPRECIACION EDIFICACIONES COSTO                  ,
681411,DEPRECIACION EDIFICACIONES COSTO                  ,  
68142,DEPRECIACION MAQUINARIAS Y EQUIPOS DE EXPLOTACION ,
681421,DEPRECIACION MAQUINARIAS Y EQUIPOS DE EXPLOTACION ,  
68143,DEPRECIACION EQUIPO DE TRANSPORTE COSTO           ,
681431,DEPRECIACION EQUIPO DE TRANSPORTE                 ,  
68144,DEPRECIACION MUEBLES Y ENSERES COSTO              ,
68145,DEPRECIACION EQUIPOS DIVERSOS COSTO               ,
68146,DEPRECIACION HERRAMIENTAS Y UNIDADES DE REEMPLAZO ,
6815,DEPRECIACION INMUEBLES  MAQUINARIA EQUIPO-REVALUAC,
68151,DEPRECIACION EDIFICACIONES REVALUACION            ,
681511,DEPRECIACION EDIFICACIONES REVALUACION            ,  
68152,DEPRECIACION MAQUINARIAS EQUIPOS EXPLOTACION-REVAL,
681521,DEPRECIACION MAQUINARIAS  EQUIPOS EXPLOTACION REVA,  
68153,DEPRECIACION EQUIPO DE TRANSPORTE REVALUACION     ,
68154,DEPRECIACION MUEBLES Y ENSERES REVALUACION        ,
681541,DEPRECCIACION MUEBLES  Y ENSERES                  ,  
68155,DEPRECIACION EQUIPOS DIVERSOS REVALUACION         ,
681551,DEPRECIACION EQUIPOS DIVERSOS                     ,  
68156,DEPRECIACION HERRAMIENTAS Y UNIDADES REEMPLAZO REV,
6816,DEPRECIACION INMUEBLES MAQUINARIA EQUIPO-COST.FINA,
68161,DEPRECIACION EDIFICACIONES COSTO FINANCIACION     ,
68162,DEPRECIACION MAQUINARIAS Y EQUIPOS EXPLOTACION C.F,
6817,DEPRECIACION ACTIVOS BIOLOGICOS EN PRODUCCION-C.F.,
68171,DEPRECIACION ACTIVOS BIOLOGICOS ORIGEN ANIMAL C.F.,
68172,DEPRECIACION ACTIVOS BIOLOGICOS ORIGEN VEGETAL C.F,
6818,DEPRECIACION ACTIVOS BIOLOGICOS EN PRODUCCION-C.F.,
68181,DEPRECIACION ACTIVOS BIOLOGICOS ORIGEN ANIMAL C.FI,
68182,DEPRECIACION ACTIVOS BIOLOGICOS ORIGEN VEGETAL C.F,
682,AMORTIZACION DE INTANGIBLES                       ,
6821,AMORTIZACION DE INTANGIBLES ADQUIRIDOS - COSTO    ,
68211,AMORTIZACION CONCESIONES  LICENCIAS OTROS DERECHOS,
68212,AMORTIZACION  PATENTES Y PROPIEDAD INDUSTRIAL COST,
68213,AMORTIZACION  PROGRAMAS DE COMPUTADORA - COSTO    ,
682131,AMORTIZACION  PROGRAMAS DE COMPUTADORA - COSTO    ,  
68214,AMORTIZACION  COSTOS DE EXPLORACION Y DESARROLLO -,
68215,AMORTIZACION FORMULAS  DISEÑOS Y PROTOTIPOS-COSTO ,
68219,AMORTIZACION  OTROS ACTIVOS INTANGIBLES - COSTO   ,
6822,AMORTIZACION DE INTANGIBLES ADQUIRIDOS-REVALUACION,
68221,AMORTIZACION  CONCESIONES  LICENCIAS OTROS DERECHO,
68222,AMORTIZACION  PATENTES Y PROPIEDAD INDUSTRIAL REV.,
68223,AMORTIZACION  PROGRAMAS DE COMPUTADORA - REVALUAC.,
682231,AMORTIZACION  PROGRAMAS DE COMPUTADORA - REVALUAC.,  
68224,AMORTIZACION  COSTOS DE EXPLORACION Y DESARROLLO-R,
68225,AMORTIZACION  FORMULAS  DISEÑOS Y PROTOTIPOS-REVAL,
68229,AMORTIZACION  OTROS ACTIVOS INTANGIBLES-REVALUACIO,
6823,AMORTIZACION DE INTANGIBLES GENERADOS INTERNAMENTE,
68231,AMORTIZACION CONCESIONES  LICENCIAS OTROS DERECHOS,
68232,AMORTIZACION  PATENTES Y PROPIEDAD INDUSTRIAL I.CO,
68233,AMORTIZACION  PROGRAMAS DE COMPUTADORA - I.COSTO  ,
68234,AMORTIZACION COSTOS DE EXPLORACION Y DESARROLLO-I.,
68235,AMORTIZACION  FORMULAS  DISEÑOS Y PROTOTIPOS-I.COS,
68239,AMORTIZACION OTROS ACTIVOS INTANGIBLES-I.COSTO    ,
6824,AMORTIZACION INTANGIBLES GENERADOS INTERNAMENTE-RE,
68241,AMORTIZACION  CONCESIONES  LICENCIAS OTROS DERECHO,
68242,AMORTIZACION PATENTES Y PROPIEDAD INDUSTRIAL REVAL,
68243,AMORTIZACION PROGRAMAS DE COMPUTADORA REVAL.      ,
68244,AMORTIZACION COSTOS DE EXPLORACION Y DESARROLLO RE,
68245,AMORTIZACION FORMULAS  DISEÐOS Y PROTOTIPOS REVAL.,
68259,AMORTIZACION OTROS ACTIVOS INTANGIBLES REVAL.     ,
683,AGOTAMIENTO                                       ,
6831,AGOTAMIENTO DE RECURSOS NATURALES ADQUIRIDOS      ,
684,VALUACION DE ACTIVOS                              ,
6841,ESTIMACION DE CUENTAS DE COBRANZA DUDOSA          ,
6842,DESVALORIZACION DE EXISTENCIAS                    ,
684201,DESVALORIZACION DE EXISTENCIAS                    ,  
6843,DESVALORIZACION DE INVERSIONES MOBILIARIAS        ,
685,DETERIORO DEL VALOR DE LOS ACTIVOS                ,
6851,DESVALORIZACION DE INVERSIONES INMOBILIARIAS      ,
68511,DESVALORIZACION EDIFICACIONES INV.INMOB.          ,
6852,DESVALORIZACION DE INMUEBLES MAQUINARIA Y EQUIPO  ,
68521,DESVALORIZACION EDIFICACIONES                     ,
68522,DESVALORIZACION MAQUINARIAS Y EQUIPOS DE EXPLOTACI,
68523,DESVALORIZACION EQUIPO DE TRANSPORTE              ,
68524,DESVALORIZACION MUEBLES Y ENSERES                 ,
68525,DESVALORIZACION EQUIPOS DIVERSOS                  ,
68526,DESVALORIZACION HERRAMIENTAS Y UNIDADES DE REEMPLA,
6853,DESVALORIZACION DE INTANGIBLES                    ,
68531,DESVALORIZACION CONCESIONES  LICENCIAS Y OTROS DER,
68532,DESVALORIZACION PATENTES Y PROPIEDAD INDUSTRIAL   ,
68533,DESVALORIZACION PROGRAMAS DE COMPUTADORA (SOFTWARE,
68534,DESVALORIZACION COSTOS DE EXPLORACION Y DESARROLLO,
68535,DESVALORIZACION FORMULAS  DISEÐOS Y PROTOTIPOS    ,
68536,DESVALORIZACION OTROS ACTIVOS INTANGIBLES         ,
6854,DESVALORIZACION DE ACTIVOS BIOLOGICOS EN PRODUCCIO,
68541,ACTIVOS BIOLOGICOS DE ORIGEN ANIMAL               ,
68542,ACTIVOS BIOLOGICOS DE ORIGEN VEGETAL              ,
686,PROVISIONES                                       ,
6861,PROVISION PARA LITIGIOS                           ,
68611,PROVISION PARA LITIGIOS - COSTO                   ,
68612,PROVISION PARA LITIGIOS -ACTUALIZACION FINANCIERA ,
6862,PROVISION POR DESMANTELAMIENTO  RETIRO O REHABILIT,
68621,PROVISION POR DESMANTELAMIENTO  RETIRO O REHABILIT,
68622,PROVISION POR DESMANTELAMIENTO  RETIRO O REHABILIT,
6863,PROVISION PARA REESTRUCTURACIONES                 ,
6864,PROVISION PARA PROTECCION Y REMEDIACION DEL MEDIO ,
6865,PROVISION PARA GASTOS DE RESPONSABILIDAD SOCIAL   ,
6869,OTRAS PROVISIONES                                 ,
687,COMPENSACION TIEMPO DE SERVICIOS                  ,
6871,CTS                                               ,
687101,C T S                                             ,  
69,COSTO DE VENTAS                                   ,
691,MERCADERIAS                                       ,
6911,MERCADERIAS MANUFACTURADAS                        ,
69111,MERCADERIAS MANUFACTURADAS TERCEROS               ,
691111,MERCADERIAS MANUFACTURADAS TERCEROS               ,  
69112,MERCADERIAS MANUFACTURADAS RELACIONADAS           ,
6912,MERCADERIAS DE EXTRACCION                         ,
69121,MERCADERIAS DE EXTRACCION TERCEROS                ,
69122,MERCADERIAS DE EXTRACCION RELACIONADAS            ,
6913,MERCADERIAS AGROPECUARIAS Y PISCICOLAS            ,
69131,MERCADERIAS AGROPECUARIAS Y PISCICOLAS TERCEROS   ,
69132,MERCADERIAS AGROPECUARIAS Y PISCICOLAS RELACIONADA,
6914,MERCADERIAS INMUEBLES                             ,
69141,MERCADERIAS INMUEBLES TERCEROS                    ,
69142,MERCADERIAS INMUEBLES RELACIONADAS                ,
6915,OTRAS MERCADERIAS                                 ,
69151,OTRAS MERCADERIAS TERCEROS                        ,
69152,OTRAS MERCADERIAS RELACIONADAS                    ,
692,PRODUCTOS TERMINADOS                              ,
6921,PRODUCTOS MANUFACTURADOS                          ,
69211,PRODUCTOS MANUFACTURADOS TERCEROS                 ,
692111,PRODUCTOS MANUFACTURADOS TERCEROS                 ,  
69212,PRODUCTOS MANUFACTURADOS RELACIONADAS             ,
6922,PRODUCTOS DE EXTRACCION TERMINADOS                ,
69221,PRODUCTOS DE EXTRACCION TERMINADOS TERCEROS       ,
69222,PRODUCTOS DE EXTRACCION TERMINADOS RELACIONADAS   ,
6923,PRODUCTOS AGROPECUARIOS Y PISCICOLAS TERMINADOS   ,
69231,PRODUCTOS AGROPECUARIOS Y PISCICOLAS TERM.TERCEROS,
69232,PRODUCTOS AGROPECUARIOS Y PISCICOLAS TERM.RELACION,
6924,PRODUCTOS INMUEBLES TERMINADOS                    ,
69241,PRODUCTOS INMUEBLES TERMINADOS TERCEROS           ,
69242,PRODUCTOS INMUEBLES TERMINADOS RELACIONADAS       ,
6925,EXISTENCIAS DE SERVICIOS TERMINADOS               ,
69251,EXISTENCIAS DE SERVICIOS TERMINADOS TERCEROS      ,
69252,EXISTENCIAS DE SERVICIOS TERMINADOS RELACIONADAS  ,
6926,COSTOS DE FINANCIACION PRODUCTOS TERMINADOS       ,
69261,COSTOS DE FINANCIACION PRODUCTOS TERMINADOS TERCER,
69262,COSTOS DE FINANCIACION PRODUCTOS TERMINADOS RELACI,
693,SUBPRODUCTOS  DESECHOS Y DESPERDICIOS             ,
6931,SUBPRODUCTOS                                      ,
69311,SUBPRODUCTOS TERCEROS                             ,
693111,SUBPRODUCTOS TERCEROS                             ,  
69312,SUBPRODUCTOS RELACIONADAS                         ,
6932,DESECHOS Y DESPERDICIOS                           ,
69321,DESECHOS Y DESPERDICIOS TERCEROS                  ,
69322,DESECHOS Y DESPERDICIOS RELACIONADAS              ,
694,SERVICIOS                                         ,
6941,SERVICIOS TERCEROS                                ,
6942,SERVICIOS RELACIONADAS                            ,
7,INGRESOS                                          ,
70,VENTAS                                            ,
701,MERCADERIAS                                       ,
7011,MERCADERIAS MANUFACTURADAS                        ,
70111,MERCADERIAS MANUFACTURADAS TERCEROS               ,
701111,MERCADERIAS MANUFACTURADAS TERCEROS               ,  
70112,MERCADERIAS MANUFACTURADAS RELACIONADAS           ,
7012,MERCADERIAS DE EXTRACCION                         ,
70121,MERCADERIAS DE EXTRACCION TERCEROS                ,
70122,MERCADERIAS DE EXTRACCION RELACIONADAS            ,
7013,MERCADERIAS AGROPECUARIAS Y PISCICOLAS            ,
70131,MERCADERIAS AGROPECUARIAS Y PISCICOLAS TERCEROS   ,
70132,MERCADERIAS AGROPECUARIAS Y PISCICOLAS RELACIONADA,
7014,MERCADERIAS INMUEBLES                             ,
70141,MERCADERIAS INMUEBLES TERCEROS                    ,
70142,MERCADERIAS INMUEBLES RELACIONADAS                ,
7015,MERCADERIAS OTRAS                                 ,
70151,MERCADERIAS OTRAS TERCEROS                        ,
701511,MERCADERIAS OTRAS TERCEROS                        ,  
70152,MERCADERIAS OTRAS RELACIONADAS                    ,
702,PRODUCTOS TERMINADOS                              ,
7021,PRODUCTOS MANUFACTURADOS                          ,
70211,PRODUCTOS MANUFACTURADOS TERCEROS                 ,
702111,PRODUCTOS MANUFACTURADOS TERCEROS                 ,  
70212,PRODUCTOS MANUFACTURADOS RELACIONADAS             ,
7022,PRODUCTOS DE EXTRACCION TERMINADOS                ,
70221,PRODUCTOS DE EXTRACCION TERMINADOS TERCEROS       ,
70222,PRODUCTOS DE EXTRACCION TERMINADOS RELACIONADAS   ,
7023,PRODUCTOS AGROPECUARIOS Y PISCICOLAS TERMINADOS   ,
70231,PRODUCTOS AGROPECUARIOS Y PISCICOLAS TERM.TERCEROS,
70232,PRODUCTOS AGROPECUARIOS Y PISCICOLAS TERM. RELACIO,
7024,PRODUCTOS INMUEBLES TERMINADOS                    ,
70241,PRODUCTOS INMUEBLES TERMINADOS TERCEROS           ,
70242,PRODUCTOS INMUEBLES TERMINADOS RELACIONADAS       ,
7025,EXISTENCIAS DE SERVICIOS TERMINADOS               ,
70251,EXISTENCIAS DE SERVICIOS TERMINADOS TERCEROS      ,
70252,EXISTENCIAS DE SERVICIOS TERMINADOS RELACIONADAS  ,
703,SUBPRODUCTOS  DESECHOS Y DESPERDICIOS             ,
7031,SUBPRODUCTOS                                      ,
70311,SUBPRODUCTOS TERCEROS                             ,
703111,SUBPRODUCTOS TERCEROS                             ,  
70312,SUBPRODUCTOS RELACIONADAS                         ,
7032,DESECHOS Y DESPERDICIOS                           ,
70321,DESECHOS Y DESPERDICIOS TERCEROS                  ,
70322,DESECHOS Y DESPERDICIOS RELACIONADAS              ,
704,PRESTACION DE SERVICIOS                           ,
7041,PRESTACION DE SERVICIOS TERCEROS                  ,
704101,PRESTACION DE SERVICIOS TERCEROS                  ,  
704102,SERV.PRESTADOS OBRAS  CIVILES                     ,  
704103,BUSQUEDA SITIOS  Y SANEAMIENTO                    ,  
704104,RF OBRA ESPECIFICA TELF DEL PERU                  ,  
7042,PRESTACION DE SERVICIOS RELACIONADAS              ,
709,DEVOLUCIONES SOBRE VENTAS                         ,
7091,DEVOLUCION MERCADERIAS TERCEROS                   ,
70911,DEVOLUCION MERCADERIAS MANUFACTURADAS TERCEROS    ,
709111,DEVOLUCION MERCADERIAS MANUFACTURADAS TERCEROS    ,  
70912,DEVOLUCION MERCADERIAS DE EXTRACCION TERCEROS     ,
70913,DEVOLUCION MERCADERIAS AGROPECUARIAS  TERCEROS    ,
70914,DEVOLUCION MERCADERIAS INMUEBLES TERCEROS         ,
70915,DEVOLUCION MERCADERIAS OTRAS TERCEROS             ,
7092,DEVOLUCION MERCADERIAS RELACIONADAS               ,
70921,DEVOLUCION MERCADERIAS MANUFACTURADAS RELACIONADAS,
70922,DEVOLUCION MERCADERIAS EXTRACCION RELACIONADAS    ,
70923,DEVOLUCION MERCADERIAS AGROPECUARIAS Y PISCICOLAS ,
70924,DEVOLUCION MERCADERIAS INMUEBLES RELACIONADAS     ,
70925,DEVOLUCION MERCADERIAS OTRAS RELACIONADAS         ,
7093,DEVOLUCION PRODUCTOS TERMINADOS TERCEROS          ,
70931,DEVOLUCION PRODUCTOS MANUFACTURADOS TERCEROS      ,
709311,DEVOLUCION PRODUCTOS MANUFACTURADOS TERCEROS      ,  
70932,DEVOLUCION PRODUCTOS DE EXTRACCION TERMINADOS TERC,
70933,DEVOLUCION PRODUCTOS AGROPECUARIOS TERMINADOS TERC,
70934,DEVOLUCION PRODUCTOS INMUEBLES TERMINADOS TERCEROS,
70935,DEVOLUCION EXISTENCIAS DE SERVICIOS TERMINADOS TER,
7094,DEVOLUCION PRODUCTOS TERMINADOS RELACIONADAS      ,
70941,DEVOLUCION PRODUCTOS MANUFACTURADOS RELACIONADAS  ,
70942,DEVOLUCION PRODUCTOS DE EXTRACCION TERMINADOS RELA,
70943,DEVOLUCION PRODUCTOS AGROPECUARIOS TERMINADOS TERC,
70944,DEVOLUCION PRODUCTOS INMUEBLES TERMINADOS TERCEROS,
70945,DEVOLUCION EXISTENCIAS DE SERVICIOS TERMINADOS TER,
7095,DEVOLUCION SUBPRODUCTOS  DESECHOS Y DESPERDICIOS T,
70951,DEVOLUCION SUBPRODUCTOS TERCEROS                  ,
709511,DEVOLUCION SUBPRODUCTOS TERCEROS                  ,  
70952,DEVOLUCION DESECHOS Y DESPERDICIOS TERCEROS       ,
7096,DEVOLUCION SUBPRODUCTOS  DESECHOS Y DESPERDICIOS R,
70961,DEVOLUCION SUBPRODUCTOS RELACIONADAS              ,
70962,DEVOLUCION DESECHOS Y DESPERDICIOS RELACIONADAS   ,
7097,DEVOLUCION PRESTACION DE SERVICIOS                ,
70971,DEVOLUCION PRESTACION DE SERVICIOS TERCEROS       ,
709711,DEVOLUCION PRESTACION DE SERVICIOS TERCEROS       ,  
70972,DEVOLUCION  PRESTACION DE SERVICIOS RELACIONADAS  ,
71,VARIACION DE LA PRODUCCION ALMACENADA             ,
711,VARIACION DE PRODUCTOS TERMINADOS                 ,
7111,VARIACION PRODUCTOS MANUFACTURADOS                ,
711101,VARIACION PRODUCTOS MANUFACTURADOS                ,  
7112,VARIACION PRODUCTOS DE EXTRACCION TERMINADOS      ,
7113,VARIACION PRODUCTOS AGROPECUARIOS Y PISCICOLAS TER,
7114,VARIACION PRODUCTOS INMUEBLES TERMINADOS          ,
7115,VARIACION EXISTENCIAS DE SERVICIOS TERMINADOS     ,
712,VARIACION DE SUBPRODUCTOS  DESECHOS Y DESPERDICIOS,
7121,VARIACION SUBPRODUCTOS                            ,
712101,VARIACION SUBPRODUCTOS                            ,  
7122,VARIACION DESECHOS Y DESPERDICIOS                 ,
713,VARIACION DE PRODUCTOS EN PROCESO                 ,
7131,VARIACION PRODUCTOS EN PROCESO DE MANUFACTURA     ,
713101,VARIACION PRODUCTOS EN PROCESO DE MANUFACTURA     ,  
7132,VARIACION PRODUCTOS EXTRAIDOS EN PROCESO TRANSFORM,
7133,VARIACION  PRODUCTOS AGROPECUARIOS PISCICOLAS EN P,
7134,VARIACION  PRODUCTOS INMUEBLES EN PROCESO         ,
7135,VARIACION  EXISTENCIAS DE SERVICIOS EN PROCESO    ,
7138,VARIACION OTROS PRODUCTOS EN PROCESO              ,
714,VARIACION DE ENVASES Y EMBALAJES                  ,
7141,VARIACION ENVASES                                 ,
714101,VARIACION ENVASES                                 ,  
7142,VARIACION EMBALAJES                               ,
715,VARIACION DE EXISTENCIAS DE SERVICIOS             ,
72,PRODUCCION DE ACTIVO INMOVILIZADO                 ,
721,INVERSIONES INMOBILIARIAS                         ,
7211,INVERSIONES INMOBILIARIAS EDIFICACIONES           ,
722,INMUEBLES  MAQUINARIA Y EQUIPO                    ,
7221,EDIFICACIONES                                     ,
722101,EDIFICACIONES                                     ,  
7222,MAQUINARIAS Y OTROS EQUIPOS DE EXPLOTACION        ,
7223,EQUIPO DE TRANSPORTE                              ,
7224,MUEBLES Y ENSERES                                 ,
7225,EQUIPOS DIVERSOS                                  ,
7226,EQUIPO DE COMUNICACION                            ,
7227,EQUIPO DE SEGURIDAD                               ,
7228,OTROS EQUIPOS                                     ,
723,INTANGIBLES                                       ,
7231,PROGRAMAS DE COMPUTADORA (SOFTWARE)               ,
723101,PROGRAMAS DE COMPUTADORA (SOFTWARE)               ,  
7232,COSTOS DE EXPLORACION Y DESARROLLO                ,
7233,FORMULAS  DISEÑOS Y PROTOTIPOS                    ,
724,ACTIVOS BIOLOGICOS                                ,
7241,ACTIVOS BIOLOGICOS EN DESARROLLO DE ORIGEN ANIMAL ,
7242,ACTIVOS BIOLOGICOS EN DESARROLLO DE ORIGEN VEGETAL,
725,COSTOS DE FINANCIACION CAPITALIZADOS              ,
7251,COSTOS DE FINANCIACION INVERSIONES INMOBILIARIAS  ,
72511,COSTOS DE FINANCIACION INVERSIONES INMOBILIARIAS  ,
7252,COSTOS DE FINANCIACION INMUEBLES  MAQUINARIA Y EQU,
72521,COSTOS DE FINANCIACION EDIFICACIONES              ,
72522,COSTOS DE FINANCIACION  MAQUINARIAS Y OTROS EQUIPO,
7253,COSTOS DE FINANCIACION INTANGIBLES                ,
7254,COSTOS DE FINANCIACION ACTIVOS BIOLOGICOS EN DESAR,
72541,ACTIVOS BIOLOGICOS DE ORIGEN ANIMAL               ,
72542,ACTIVOS BIOLOGICOS DE ORIGEN VEGETAL              ,
73,DESCUENTOS  REBAJAS Y BONIFICACIONES OBTENIDOS    ,
731,DESCUENTOS  REBAJAS Y BONIFICACIONES OBTENIDOS    ,
7311,TERCEROS                                          ,
731101,TERCEROS                                          ,  
7312,RELACIONADAS                                      ,
74,DESCUENTOS  REBAJAS Y BONIFICACIONES CONCEDIDOS   ,
741,DESCUENTOS  REBAJAS Y BONIFICACIONES CONCEDIDOS   ,
7411,TERCEROS                                          ,
741101,TERCEROS                                          ,  
7412,RELACIONADAS                                      ,
75,OTROS INGRESOS DE GESTION                         ,
751,SERVICIOS EN BENEFICIO DEL PERSONAL               ,
752,COMISIONES Y CORRETAJES                           ,
753,REGALIAS                                          ,
7531,REGALIAS                                          ,
753101,REGALIAS                                          ,  
754,ALQUILERES                                        ,
7541,TERRENOS                                          ,
754101,TERRENOS                                          ,  
7542,EDIFICACIONES                                     ,
754201,ALQUILER OFICINAS                                 ,  
7543,MAQUINARIAS Y EQUIPOS DE EXPLOTACION              ,
7544,EQUIPO DE TRANSPORTE                              ,
7545,EQUIPOS DIVERSOS                                  ,
755,RECUPERACION DE CUENTAS DE VALUACION              ,
7551,RECUPERACION - CUENTAS DE COBRANZA DUDOSA         ,
7552,RECUPERACION - DESVALORIZACION DE EXISTENCIAS     ,
7553,RECUPERACION - DESVALORIZACION DE INVERSIONES MOBI,
756,ENAJENACION DE ACTIVOS INMOVILIZADOS              ,
7561,INVERSIONES INMOBILIARIAS                         ,
756101,INMUEBLES MAQUINARIA  Y EQUIPOS VARIOS            ,  
7562,ACTIVOS ADQUIRIDOS EN ARRENDAMIENTO FINANCIERO    ,
7563,INMUEBLES  MAQUINARIA Y EQUIPO                    ,
7564,INTANGIBLES                                       ,
7565,ACTIVOS BIOLOGICOS                                ,
757,RECUPERACION DE DETERIORO DE CUENTAS ACTIVOS INMOV,
759,OTROS INGRESOS DE GESTION                         ,
7591,SUBSIDIOS GUBERNAMENTALES                         ,
7592,OTROS INGRESOS DE GESTION                         ,
759201,OTROS INGRESOS DE GESTION                         ,  
76,GANANCIA POR MEDICION DE ACTIVOS NO FINANCIEROS AL,
761,ACTIVO REALIZABLE                                 ,
7611,MERCADERIAS                                       ,
7612,PRODUCTOS EN PROCESO                              ,
7613,ACTIVOS NO CORRIENTES MANTENIDOS PARA LA VENTA    ,
762,ACTIVO INMOVILIZADO                               ,
7621,INVERSIONES INMOBILIARIAS                         ,
7622,ACTIVOS BIOLOGICOS                                ,
763,PARTICIPACION EN LOS RESULTADOS DE SUBSIDIARIAS Y ,
764,INGRESOS POR PARTICIPACIONES EN NEGOCIOS CONJUNTOS,
77,INGRESOS FINANCIEROS                              ,
771,GANANCIA POR INSTRUMENTO FINANCIERO DERIVADO      ,
772,RENDIMIENTOS GANADOS                              ,
7721,DEPOSITOS EN INSTITUCIONES FINANCIERAS            ,
772101,INTERESES FINANCIEROS                             ,  
7722,CUENTAS POR COBRAR COMERCIALES                    ,
772201,CUENTAS POR COBRAR COMERCIALES TERCEROS           ,  
7723,PRESTAMOS OTORGADOS                               ,
772301,PRESTAMOS OTORGADOS TERCEROS                      ,  
7724,INVERSIONES A SER MANTENIDAS HASTA EL VENCIMIENTO ,
7725,INSTRUMENTOS FINANCIEROS REPRESENTATIVOS DE DERECH,
773,DIVIDENDOS                                        ,
775,DESCUENTOS OBTENIDOS POR PRONTO PAGO              ,
7751,DESCUENTOS OBTENIDOS POR PRONTO PAGO              ,
775101,DESCUENTOS OBTENIDOS POR PRONTO PAGO              ,  
776,DIFERENCIA EN CAMBIO                              ,
7761,DIFERENCIA EN CAMBIO                              ,
776101,GANANCIA POR DFERENCIA DE CAMBIO                  ,  
777,GANANCIA POR MEDICION DE ACTIVOS Y PASIVOS FINANCI,
779,OTROS INGRESOS FINANCIEROS                        ,
7791,OTROS INGRESOS FINANCIEROS                        ,
779101,OTROS INGRESOS FINANCIEROS                        ,  
7792,INGRESOS FINANCIEROS EN MEDICION A VALOR DESCONTAD,
78,CARGAS CUBIERTAS POR PROVISIONES                  ,
781,CARGAS CUBIERTAS POR PROVISIONES                  ,
79,CARGAS IMPUTABLES A CUENTAS DE COSTOS Y GASTOS    ,
791,CARGAS IMPUTABLES A CUENTAS DE COSTOS Y GASTOS    ,
7911,CARGAS IMPUTABLES A CUENTAS DE COSTOS Y GASTOS    ,
791101,CARGAS IMPUTABLES A CUENTAS DE COSTOS Y GASTOS    ,  
792,GASTOS FINANCIEROS IMPUTABLES A CUENTAS DE EXISTEN,
8,SALDOS INTERMEDIARIOS DE GESTION Y DETERMINACION D,
80,MARGEN COMERCIAL                                  ,
801,MARGEN COMERCIAL                                  ,
8011,MARGEN COMERCIAL                                  ,
801101,MARGEN COMERCIAL                                  ,  
81,PRODUCCION DEL EJERCICIO                          ,
811,PRODUCCION DE BIENES                              ,
8111,PRODUCCION DE BIENES                              ,
811101,PRODUCCION DE BIENES                              ,  
812,PRODUCCION DE SERVICIOS                           ,
813,PRODUCCION DE ACTIVO INMOVILIZADO                 ,
82,VALOR AGREGADO                                    ,
821,VALOR AGREGADO                                    ,
8211,VALOR AGREGADO                                    ,
821101,VALOR AGREGADO                                    ,  
83,EXCEDENTE BRUTO (INSUFICIENCIA BRUTA) DE EXPLOTACI,
831,EXCEDENTE BRUTO (INSUFICIENCIA BRUTA) DE EXPLOTACI,
8311,EXCEDENTE BRUTO (INSUFICIENCIA BRUTA) DE EXPLOTACI,
831101,EXCEDENTE BRUTO (INSUFICIENCIA BRUTA) DE EXPLOTACI,  
84,RESULTADO DE EXPLOTACION                          ,
841,RESULTADO DE EXPLOTACION                          ,
8411,RESULTADO DE EXPLOTACION                          ,
841101,RESULTADO DE EXPLOTACION                          ,  
85,RESULTADO ANTES DE PARTICIPACIONES E IMPUESTOS    ,
851,RESULTADO ANTES DE PARTICIPACIONES E IMPUESTOS    ,
8511,RESULTADO ANTES DE PARTICIPACIONES E IMPUESTOS    ,
851101,RESULTADO ANTES DE PARTICIPACIONES E IMPUESTOS    ,  
87,PARTICIPACIONES DE LOS TRABAJADORES               ,
871,PARTICIPACION DE LOS TRABAJADORES CORRIENTE       ,
8711,PARTICIPACION DE LOS TRABAJADORES CORRIENTE       ,
871101,PARTICIPACION DE LOS TRABAJADORES CORRIENTE       ,  
872,PARTICIPACION DE LOS TRABAJADORES DIFERIDA        ,
88,IMPUESTO A LA RENTA                               ,
881,IMPUESTO A LA RENTA - CORRIENTE                   ,
8811,IMPUESTO A LA RENTA - CORRIENTE                   ,
881101,IMPUESTO A LA RENTA - CORRIENTE                   ,  
882,IMPUESTO A LA RENTA - DIFERIDO                    ,
89,DETERMINACION DEL RESULTADO DEL EJERCICIO         ,
891,UTILIDAD                                          ,
8911,UTILIDAD                                          ,
891101,UTILIDAD                                          ,  
892,PERDIDA                                           ,
9,CONTABILIDAD ANALITICA DE EXPLOTACION             ,
91,COSTO DE PRODUCCION                               ,
911,COSTO DE PRODUCCION                               ,
9111,COSTO DE PRODUCCION                               ,
911101,COSTO DE PRODUCCION                               ,  
94,GASTOS DE ADMINISTRACION                          ,
941,GASTOS DE ADMINISTRACION                          ,
9411,GASTOS DE ADMINISTRACION                          ,
941101,GASTOS DE ADMINISTRACION                          ,  
95,GASTOS DE VENTAS                                  ,
951,GASTOS DE VENTAS                                  ,
9511,GASTO DE VENTAS                                   ,
951101,GASTOS DE VENTAS                                  ,  
97,GASTOS FINANCIEROS                                ,
971,GASTOS FINANCIEROS                                ,
9711,GASTOS FINANCIEROS                                ,
971101,GASTOS FINANCIEROS                                ,  
976,PERDIDA POR DIFERENCIA DE CAMBIO                  ,
